City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,alice springs,-23.7,133.8833,295.9,38,0,6.69,AU,1675476431
364,yumen,40.2833,97.2,267.29,43,96,1.67,CN,1675476432
365,afyonkarahisar,38.75,30.6667,268.62,94,17,1.68,TR,1675476433
366,puerto del rosario,28.5004,-13.8627,287.01,67,0,2.57,ES,1675476434
367,grand baie,-20.0182,57.5802,297.41,89,72,4.04,MU,1675476434
368,columbus,39.9612,-82.9988,264.63,64,0,3.09,US,1675476573
369,tuatapere,-46.1333,167.6833,302.62,39,0,2.71,NZ,1675476435
370,flinders,-34.5833,150.8552,298.74,39,0,4.47,AU,1675476435
371,elesbao veloso,-6.2019,-42.1403,297.05,70,100,1.09,BR,1675476436
372,malanje,-9.5402,16.341,291.46,94,100,0.19,AO,1675476436
373,rio grande,-32.035,-52.0986,296.29,80,91,7.18,BR,1675476436
374,oranjestad,12.524,-70.027,299.21,79,7,3.13,AW,1675476437
375,isangel,-19.55,169.2667,303.63,73,100,7.23,VU,1675476437
376,bagdarin,54.4333,113.6,253.82,81,10,1.6,RU,1675476438
377,khromtau,50.2503,58.4347,251.82,91,69,4.13,KZ,1675476438
378,anahawan,10.3429,124.8782,301.3,75,37,2.77,PH,1675476439
379,korcula,42.9622,17.1369,283.31,57,100,1.08,HR,1675476439
380,vestmannaeyjar,63.4427,-20.2734,276.76,54,93,16.83,IS,1675476440
381,cururupu,-1.8283,-44.8683,296.66,97,97,1.37,BR,1675476440
382,altay,47.8667,88.1167,267.31,80,100,1.07,CN,1675476441
383,castro,-24.7911,-50.0119,291.55,97,100,2.65,BR,1675476148
384,dingle,10.9995,122.6711,300.11,78,93,6.11,PH,1675476442
385,kindu,-2.95,25.95,293.62,96,100,1.1,CD,1675476442
386,bronnoysund,65.4625,12.1997,268.15,68,61,2.06,NO,1675476442
387,vardo,70.3705,31.1107,268.14,80,20,8.23,NO,1675476443
388,solano,38.2333,-121.9511,285.33,79,100,0.0,US,1675476443
389,mehamn,71.0357,27.8492,269.12,80,100,4.63,NO,1675476444
390,bandarbeyla,9.4942,50.8122,296.37,68,68,8.67,SO,1675476444
391,ajdabiya,30.7554,20.2263,284.59,72,91,3.23,LY,1675476445
392,fairfield,41.2668,-73.3162,261.43,41,100,7.72,US,1675476329
393,borogontsy,62.6683,131.1683,245.39,95,100,3.39,RU,1675476446
394,pisco,-13.7,-76.2167,295.18,94,40,6.69,PE,1675476446
395,babocsa,46.0416,17.3433,277.97,93,98,2.44,HU,1675476446
396,llanes,43.4198,-4.7549,282.53,61,0,3.48,ES,1675476447
397,northam,51.0333,-4.2167,281.82,87,50,3.46,GB,1675476447
398,carutapera,-1.195,-46.02,297.5,92,84,2.55,BR,1675476447
399,abeche,13.8292,20.8324,293.37,16,71,4.32,TD,1675476448
400,paamiut,61.994,-49.6678,261.84,89,100,2.33,GL,1675476448
401,taoudenni,22.6783,-3.9836,286.91,26,100,4.52,ML,1675476449
402,pimentel,-6.8367,-79.9342,295.31,83,20,6.17,PE,1675476450
403,hagere hiywet,8.9833,37.85,285.48,62,89,2.29,ET,1675476450
404,sohag,26.557,31.6948,282.9,48,2,3.75,EG,1675476437
405,kholmogory,64.2229,41.656,260.86,98,100,0.76,RU,1675476451
406,tulun,54.5611,100.5792,260.37,96,100,1.0,RU,1675476451
407,voyvozh,62.892,54.9635,265.71,96,100,1.99,RU,1675476452
408,itarema,-2.9248,-39.9167,298.92,80,100,4.8,BR,1675476342
409,malumfashi,11.7853,7.6218,293.15,24,65,4.19,NG,1675476452
410,shenjiamen,29.9576,122.298,281.31,66,100,4.45,CN,1675476452
411,sept-iles,50.2001,-66.3821,248.18,82,100,8.05,CA,1675476453
412,dvinskoy,62.1535,45.1175,261.78,98,100,1.17,RU,1675476453
413,le port,-20.9373,55.2919,298.15,82,32,1.08,RE,1675476454
414,kyra,49.5776,111.9753,258.59,76,20,1.7,RU,1675476454
415,setermoen,68.861,18.3486,257.13,73,55,3.78,NO,1675476454
416,hofn,64.2539,-15.2082,276.43,77,100,12.45,IS,1675476455
417,mattru,7.6244,-11.8332,297.17,93,13,0.76,SL,1675476455
418,coihaique,-45.5752,-72.0662,292.49,59,0,1.03,CL,1675476227
419,la ronge,55.1001,-105.2842,258.87,99,93,1.45,CA,1675476456
420,comarapa,-17.9,-64.4833,286.82,90,100,0.45,BO,1675476456
421,lorengau,-2.0226,147.2712,301.71,69,97,1.62,PG,1675476456
422,okha,53.5739,142.9478,250.2,92,87,5.91,RU,1675476457
423,sarkand,45.41,79.9186,271.14,68,100,3.2,KZ,1675476457
424,leningradskiy,69.3833,178.4167,242.68,96,100,0.41,RU,1675476457
425,les cayes,18.2,-73.75,296.65,82,2,1.89,HT,1675476458
426,beringovskiy,63.05,179.3167,249.5,96,100,6.4,RU,1675476458
427,fort nelson,58.8053,-122.7002,255.34,84,94,0.8,CA,1675476459
428,tiznit,29.5833,-9.5,282.42,30,0,2.06,MA,1675476459
429,abaza,52.655,90.0928,261.96,97,100,0.17,RU,1675476459
430,ucluelet,48.9329,-125.5528,282.09,92,100,1.79,CA,1675476460
431,rio do sul,-27.2142,-49.6431,295.59,99,100,0.81,BR,1675476460
432,point pedro,9.8167,80.2333,298.48,86,12,6.21,LK,1675476461
433,quelimane,-17.8786,36.8883,295.31,93,76,1.42,MZ,1675476461
434,morro bay,35.3658,-120.8499,287.78,74,12,1.98,US,1675476259
435,conde,-7.2597,-34.9075,298.85,83,20,2.06,BR,1675476463
436,karratha,-20.7377,116.8463,306.67,42,8,2.73,AU,1675476463
437,tinguindin,19.75,-102.4833,287.88,47,12,2.03,MX,1675476464
438,lazaro cardenas,17.9583,-102.2,297.66,74,0,1.09,MX,1675476464
439,joshimath,30.5667,79.5667,278.2,54,1,3.97,IN,1675476464
440,ukiah,39.1502,-123.2078,283.79,84,0,0.45,US,1675476465
441,eyl,7.9803,49.8164,294.63,75,20,5.72,SO,1675476465
442,alihe,50.5667,123.7167,255.73,81,99,1.09,CN,1675476466
443,talakan,50.3167,130.3667,253.85,93,100,0.59,RU,1675476466
444,saint-georges,12.0564,-61.7485,298.41,75,13,6.35,GD,1675476466
445,berdigestyakh,62.0989,126.6992,248.53,97,100,1.84,RU,1675476467
446,ruteng,-8.6136,120.4721,291.38,90,100,1.2,ID,1675476467
447,mitsamiouli,-11.3847,43.2844,300.29,79,100,1.65,KM,1675476467
448,labuan,5.2767,115.2417,299.43,75,79,2.92,MY,1675476468
449,bubaque,11.2833,-15.8333,298.24,62,5,6.54,GW,1675476468
450,mareeba,-17.0,145.4333,303.42,79,88,0.76,AU,1675476469
451,raudeberg,61.9875,5.1352,274.74,60,100,7.16,NO,1675476469
452,muisne,0.6,-80.0333,297.87,87,54,3.27,EC,1675476470
453,kayalpattinam,8.5667,78.1167,298.05,84,57,7.17,IN,1675476470
454,agar,23.7,76.0167,286.75,38,0,1.23,IN,1675476471
455,puerto escondido,15.85,-97.0667,300.61,69,20,2.57,MX,1675476471
456,jablah,35.3614,35.9256,281.24,84,100,4.08,SY,1675476471
457,pullman,46.7313,-117.1796,279.06,61,40,3.09,US,1675476472
458,tucurui,-3.7661,-49.6725,296.42,93,78,1.17,BR,1675476472
459,spearfish,44.4908,-103.8594,278.64,38,0,0.0,US,1675476473
460,menongue,-14.6585,17.691,290.23,94,100,0.93,AO,1675476473
461,calvinia,-31.4707,19.776,294.31,39,0,0.83,ZA,1675476473
462,alvorada,-12.48,-49.1247,296.1,89,94,0.97,BR,1675476474
463,peniche,39.3558,-9.3811,283.4,86,0,4.9,PT,1675476474
464,turtas,58.9417,69.1325,252.79,100,92,1.31,RU,1675476474
465,schramberg,48.224,8.3858,279.38,73,100,3.96,DE,1675476475
466,camacupa,-12.0167,17.4833,289.66,93,100,1.38,AO,1675476475
467,kalawit,8.0667,122.5167,300.47,79,93,6.03,PH,1675476475
468,wufeng,27.45,104.8333,277.0,86,100,1.71,CN,1675476476
469,bima,-8.4667,118.7167,298.53,92,100,1.31,ID,1675476476
470,sydney mines,46.2367,-60.2177,257.69,75,100,7.6,CA,1675476476
471,vao,-22.6667,167.4833,300.12,79,99,7.36,NC,1675476477
472,aswan,24.0934,32.907,284.92,41,7,5.06,EG,1675476477
473,iskenderun,36.5872,36.1735,278.61,91,100,3.76,TR,1675476477
474,ataco,3.5915,-75.3818,297.36,55,50,1.72,CO,1675476478
475,sayyan,15.1718,44.3244,283.68,34,22,1.12,YE,1675476478
476,zhanaozen,43.3,52.8,273.41,98,100,8.0,KZ,1675476479
477,concepcion del uruguay,-32.4825,-58.2372,295.36,73,10,1.34,AR,1675476479
478,ode,7.7899,5.7117,296.35,60,48,1.47,NG,1675476479
479,ati,13.2154,18.3353,294.09,14,100,5.34,TD,1675476480
480,hobyo,5.3505,48.5268,296.94,70,35,8.05,SO,1675476381
481,sterling,39.0062,-77.4286,267.31,42,0,8.23,US,1675476480
482,praya,14.9215,-23.5087,294.45,73,20,7.72,CV,1675476290
483,myre,69.1036,15.9492,273.12,81,100,8.55,NO,1675476481
484,coulommiers,48.8145,3.085,282.51,91,100,2.14,FR,1675476481
485,otane,-39.8833,176.6333,302.02,53,3,1.62,NZ,1675476261
486,sao miguel do araguaia,-13.275,-50.1628,296.46,85,85,1.14,BR,1675476482
487,san cristobal,7.7669,-72.225,294.25,62,1,0.73,VE,1675476482
488,san ignacio,17.1561,-89.0714,295.23,100,100,5.14,BZ,1675476483
489,saint-joseph,-21.3667,55.6167,297.36,86,51,4.83,RE,1675476483
490,emerald,-23.5333,148.1667,304.45,47,23,4.29,AU,1675476484
491,fort-shevchenko,44.5086,50.263,273.6,91,100,8.56,KZ,1675476484
492,baykit,61.67,96.37,248.24,100,98,0.93,RU,1675476484
493,cowra,-33.8333,148.6833,294.8,23,0,7.2,AU,1675476485
494,shanghai,31.2222,121.4581,280.08,49,0,1.0,CN,1675476358
495,donskoye,45.4552,41.9741,272.22,72,91,3.83,RU,1675476486
496,kholm,59.2667,32.85,264.52,98,96,1.61,RU,1675476486
497,pushkino,56.0172,37.8667,271.31,98,100,0.98,RU,1675476487
498,concarneau,47.875,-3.9225,281.31,85,0,1.5,FR,1675476487
499,alexandria,31.2156,29.9553,287.52,68,60,6.94,EG,1675476487
500,superior,46.7208,-92.1041,257.57,51,100,6.17,US,1675476488
501,orbetello,42.4408,11.2196,282.14,86,71,2.85,IT,1675476488
502,rosetta,31.4044,30.4164,286.72,76,58,7.61,EG,1675476488
503,bhabua,25.05,83.6167,285.68,54,70,2.35,IN,1675476489
504,poum,-20.2333,164.0167,301.79,79,10,5.32,NC,1675476489
505,ginir,7.1333,40.7,286.91,45,4,1.78,ET,1675476489
506,barabai,-2.5833,115.3833,298.99,84,100,1.03,ID,1675476490
507,nome,64.5011,-165.4064,259.19,73,100,1.54,US,1675476490
508,ribnica,45.7386,14.7275,274.98,88,60,2.01,SI,1675476491
509,bhitarwar,25.8,78.1167,287.14,40,0,2.04,IN,1675476491
510,opuwo,-18.0607,13.84,294.51,36,100,1.51,NA,1675476491
511,kingman,35.1894,-114.053,285.79,31,0,0.45,US,1675476360
512,tatui,-23.3556,-47.8569,293.82,90,100,2.73,BR,1675476492
513,lahat,-3.8,103.5333,300.54,67,99,0.34,ID,1675476492
514,oktyabrskiy,54.4815,53.471,261.57,91,100,1.63,RU,1675476493
515,varhaug,58.6147,5.6457,275.87,74,100,8.14,NO,1675476493
516,monticello,45.3055,-93.7941,257.12,64,100,5.14,US,1675476493
517,haines junction,60.7522,-137.5108,260.6,98,98,0.3,CA,1675476494
518,san clemente,33.427,-117.612,291.12,61,100,0.89,US,1675476414
519,santa rosa del sur,7.9644,-74.0544,295.59,73,25,1.6,CO,1675476494
520,polican,40.6122,20.0981,277.74,59,100,1.09,AL,1675476495
521,kabalo,-6.05,26.9167,293.74,97,100,0.77,CD,1675476495
522,linxia,35.6003,103.2064,272.95,39,0,0.67,CN,1675476495
523,nalut,30.3333,10.85,282.23,49,15,9.4,LY,1675476496
524,banda aceh,5.5577,95.3222,297.47,92,100,3.88,ID,1675476496
525,abu zabad,12.35,29.25,289.45,22,34,5.15,SD,1675476496
526,kushiro,42.975,144.3747,267.43,70,20,0.78,JP,1675476497
527,bathsheba,13.2167,-59.5167,299.49,73,20,7.2,BB,1675476497
528,verkhnyaya inta,65.9811,60.3094,259.0,96,97,2.65,RU,1675476497
529,yamada,39.4667,141.95,275.6,51,89,1.37,JP,1675476498
530,beihai,21.4833,109.1,291.89,93,100,6.77,CN,1675476315
531,mukhen,48.1,136.1,259.85,79,100,3.04,RU,1675476498
532,gondanglegi,-7.7479,112.0132,301.14,76,78,1.0,ID,1675476499
533,kenitra,34.261,-6.5802,275.57,59,0,5.67,MA,1675476499
534,santa cruz,-17.8,-63.1667,295.85,88,75,1.54,BO,1675476500
